CO,PM10,PM25,시정(10m),7day_Avg_PM10,Rain_Value_가벼운 비,Rain_Value_보통의 비,Rain_Value_비가 오지않음,Rain_Value_심한 비
0.5,24.0,14.0,2000,24.0,0,0,1,0
0.6,25.0,14.0,2000,24.5,0,0,1,0
0.6,27.0,16.0,2000,25.333333333333332,0,0,1,0
0.6,23.0,13.0,2000,24.75,0,0,1,0
0.6,24.0,14.0,2000,24.6,0,0,1,0
0.7,26.0,16.0,2000,24.833333333333332,0,0,1,0
0.7,27.0,18.0,2000,25.142857142857142,0,0,1,0
0.8,30.0,18.0,2000,26.0,0,0,1,0
0.8,33.0,19.0,2000,27.142857142857142,0,0,1,0
0.9,35.0,19.0,2000,28.285714285714285,0,0,1,0
0.8,44.0,27.0,2000,31.285714285714285,0,0,1,0
0.7,42.0,26.0,2000,33.857142857142854,0,0,1,0
0.5,36.0,20.0,2000,35.285714285714285,0,0,1,0
0.5,29.0,15.0,2000,35.57142857142857,0,0,1,0
0.4,30.0,18.0,2000,35.57142857142857,0,0,1,0
0.4,33.0,19.0,2000,35.57142857142857,0,0,1,0
0.4,26.0,16.0,2000,34.285714285714285,0,0,1,0
0.5,28.0,16.0,2000,32.0,0,0,1,0
0.5,27.0,18.0,2000,29.857142857142858,0,0,1,0
0.5,27.0,17.0,2000,28.571428571428573,0,0,1,0
0.5,27.0,15.0,2000,28.285714285714285,0,0,1,0
0.5,26.0,14.0,2000,27.714285714285715,0,0,1,0
0.5,28.0,16.0,2000,27.0,0,0,1,0
0.5,34.0,19.0,2000,28.142857142857142,0,0,1,0
0.4,32.0,15.0,2000,28.714285714285715,0,0,1,0
0.4,25.0,9.0,2000,28.428571428571427,0,0,1,0
0.4,29.0,12.0,2000,28.714285714285715,0,0,1,0
0.4,24.0,13.0,2000,28.285714285714285,0,0,1,0
0.4,20.0,8.0,2000,27.428571428571427,0,0,1,0
0.4,19.0,7.0,2000,26.142857142857142,0,0,1,0
0.5,21.0,8.0,2000,24.285714285714285,0,0,1,0
0.4,19.0,9.0,2000,22.428571428571427,0,0,1,0
0.5,21.0,8.0,2000,21.857142857142858,0,0,1,0
0.4,18.0,6.0,2000,20.285714285714285,0,0,1,0
0.4,25.0,12.0,2000,20.428571428571427,0,0,1,0
0.4,22.0,12.0,2000,20.714285714285715,0,0,1,0
0.4,25.0,13.0,2000,21.571428571428573,0,0,1,0
0.4,29.0,12.0,2000,22.714285714285715,0,0,1,0
0.4,43.0,18.0,2000,26.142857142857142,0,0,1,0
0.4,44.0,16.0,2000,29.428571428571427,0,0,1,0
0.4,48.0,12.0,2000,33.714285714285715,0,0,1,0
0.4,57.0,17.0,2000,38.285714285714285,0,0,1,0
0.5,57.0,16.0,2000,43.285714285714285,0,0,1,0
0.5,48.0,15.0,2000,46.57142857142857,0,0,1,0
0.4,55.0,14.0,2000,50.285714285714285,0,0,1,0
0.4,62.0,12.0,2000,53.0,0,0,1,0
0.4,65.0,14.0,2000,56.0,0,0,1,0
0.4,65.0,13.0,2000,58.42857142857143,0,0,1,0
0.4,66.0,14.0,2000,59.714285714285715,0,0,1,0
0.4,52.0,12.0,2000,59.0,0,0,1,0
0.4,48.0,13.0,2000,59.0,0,0,1,0
0.4,46.0,13.0,2000,57.714285714285715,0,0,1,0
0.4,48.0,12.0,2000,55.714285714285715,0,0,1,0
0.4,49.0,12.0,2000,53.42857142857143,0,0,1,0
0.5,47.0,14.0,2000,50.857142857142854,0,0,1,0
0.5,47.0,13.0,2000,48.142857142857146,0,0,1,0
0.4,44.0,12.0,2000,47.0,0,0,1,0
0.4,39.0,12.0,2000,45.714285714285715,0,0,1,0
0.4,36.0,12.0,2000,44.285714285714285,0,0,1,0
0.3,22.0,9.0,2000,40.57142857142857,0,0,1,0
0.4,24.0,12.0,2000,37.0,0,0,1,0
0.4,26.0,12.0,2000,34.0,0,0,1,0
0.4,27.0,11.0,2000,31.142857142857142,0,0,1,0
0.4,28.0,13.0,2000,28.857142857142858,0,0,1,0
0.5,29.0,14.0,2000,27.428571428571427,0,0,1,0
0.5,32.0,17.0,2000,26.857142857142858,0,0,1,0
0.5,38.0,18.0,2000,29.142857142857142,0,0,1,0
0.5,34.0,17.0,2000,30.571428571428573,0,0,1,0
0.6,36.0,18.0,2000,32.0,0,0,1,0
0.7,34.0,18.0,2000,33.0,0,0,1,0
0.6,36.0,19.0,2000,34.142857142857146,0,0,1,0
0.6,33.0,18.0,2000,34.714285714285715,0,0,1,0
0.6,36.0,18.0,2000,35.285714285714285,0,0,1,0
0.6,32.0,18.0,2000,34.42857142857143,0,0,1,0
0.7,31.0,19.0,2000,34.0,0,0,1,0
0.7,33.0,19.0,2000,33.57142857142857,0,0,1,0
0.7,38.0,21.0,2000,34.142857142857146,0,0,1,0
0.7,36.0,21.0,2000,34.142857142857146,0,0,1,0
0.7,38.0,22.0,2000,34.857142857142854,0,0,1,0
0.8,37.0,22.0,2000,35.0,0,0,1,0
0.9,40.0,21.0,2000,36.142857142857146,0,0,1,0
0.9,44.0,24.0,2000,38.0,0,0,1,0
0.9,46.0,27.0,2000,39.857142857142854,0,0,1,0
0.7,48.0,27.0,2000,41.285714285714285,0,0,1,0
0.6,35.0,20.0,2000,41.142857142857146,0,0,1,0
0.6,39.0,22.0,2000,41.285714285714285,0,0,1,0
0.6,44.0,24.0,2000,42.285714285714285,0,0,1,0
0.6,46.0,25.0,2000,43.142857142857146,0,0,1,0
0.6,44.0,29.0,2000,43.142857142857146,0,0,1,0
0.7,43.0,23.0,2000,42.714285714285715,0,0,1,0
0.7,40.0,25.0,2000,41.57142857142857,0,0,1,0
0.7,40.0,22.0,2000,42.285714285714285,0,0,1,0
0.6,46.0,26.0,2000,43.285714285714285,0,0,1,0
0.7,48.0,28.0,2000,43.857142857142854,0,0,1,0
0.7,49.0,28.0,1361,44.285714285714285,0,0,1,0
0.6,46.0,27.0,1438,44.57142857142857,0,0,1,0
0.5,47.0,25.0,1645,45.142857142857146,0,0,1,0
0.5,39.0,24.0,1759,45.0,0,0,1,0
0.6,45.0,29.0,1642,45.714285714285715,0,0,1,0
0.6,43.0,28.0,1564,45.285714285714285,0,0,1,0
0.6,44.0,29.0,1530,44.714285714285715,0,0,1,0
0.5,38.0,25.0,1953,43.142857142857146,0,0,1,0
0.4,34.0,20.0,2000,41.42857142857143,0,0,1,0
0.4,28.0,17.0,2000,38.714285714285715,0,0,1,0
0.5,30.0,17.0,2000,37.42857142857143,0,0,1,0
0.5,36.0,19.0,2000,36.142857142857146,0,0,1,0
0.4,35.0,22.0,2000,35.0,0,0,1,0
0.4,33.333333333333336,18.666666666666668,2000,33.476190476190474,0,0,1,0
0.4,31.666666666666668,15.333333333333332,2000,32.57142857142857,0,0,1,0
0.4,30.0,12.0,2000,32.0,0,0,1,0
0.4,25.0,12.0,2000,31.571428571428573,0,0,1,0
0.4,23.0,9.0,2000,30.571428571428573,0,0,1,0
0.4,25.0,9.0,2000,29.0,0,0,1,0
0.4,22.0,10.0,2000,27.142857142857142,0,0,1,0
0.4,19.0,6.0,2000,25.095238095238095,0,0,1,0
0.5,17.0,9.0,2000,23.0,0,0,1,0
0.4,17.0,9.0,2000,21.142857142857142,0,0,1,0
0.4,14.0,8.0,2000,19.571428571428573,0,0,1,0
0.4,20.0,11.0,2000,19.142857142857142,0,0,1,0
0.4,20.0,12.0,2000,18.428571428571427,0,0,1,0
0.4,20.0,13.0,2000,18.142857142857142,0,0,1,0
0.5,20.0,13.0,2000,18.285714285714285,0,0,1,0
0.5,23.0,16.0,2000,19.142857142857142,0,0,1,0
0.5,20.0,13.0,2000,19.571428571428573,0,0,1,0
0.5,19.0,13.0,2000,20.285714285714285,0,0,1,0
0.5,19.0,12.0,2000,20.142857142857142,0,0,1,0
0.6,21.0,14.0,2000,20.285714285714285,0,0,1,0
0.7,24.0,13.0,2000,20.857142857142858,0,0,1,0
0.7,25.0,14.0,2000,21.571428571428573,0,0,1,0
0.7,28.0,16.0,2000,22.285714285714285,0,0,1,0
0.5,33.0,18.0,2000,24.142857142857142,0,0,1,0
0.5,38.0,24.0,2000,26.857142857142858,0,0,1,0
0.5,28.0,15.0,2000,28.142857142857142,0,0,1,0
0.4,11.0,5.0,2000,26.714285714285715,0,0,1,0
0.4,23.0,12.0,2000,26.571428571428573,0,0,1,0
0.4,28.0,15.0,2000,27.0,0,0,1,0
0.5,32.0,16.0,2000,27.571428571428573,0,0,1,0
0.5,32.0,15.0,2000,27.428571428571427,0,0,1,0
0.4,32.0,14.0,993,26.571428571428573,0,0,1,0
0.5,32.5,14.0,33,27.214285714285715,0,0,1,0
0.6,33.0,14.0,124,30.357142857142858,1,0,0,0
0.6,25.0,16.0,1458,30.642857142857142,0,0,1,0
0.5,33.0,15.0,1989,31.357142857142858,0,0,1,0
0.5,42.0,16.0,1325,32.785714285714285,1,0,0,0
0.5,60.0,17.0,1100,36.785714285714285,0,0,1,0
0.4,54.0,17.0,1715,39.92857142857143,0,0,1,0
0.4,72.0,17.0,1824,45.57142857142857,0,0,1,0
0.4,54.0,12.0,1802,48.57142857142857,0,0,1,0
0.3,47.0,11.0,1592,51.714285714285715,0,0,1,0
0.4,46.0,10.0,1665,53.57142857142857,0,0,1,0
0.4,49.0,11.0,1589,54.57142857142857,0,0,1,0
0.4,44.0,12.0,1700,52.285714285714285,0,0,1,0
0.4,45.0,12.0,2000,51.0,0,0,1,0
0.5,44.0,12.0,2000,47.0,0,0,1,0
0.4,50.0,16.0,2000,46.42857142857143,0,0,1,0
0.4,44.0,16.0,2000,46.0,0,0,1,0
0.4,41.0,16.0,2000,45.285714285714285,0,0,1,0
0.4,34.0,13.0,2000,43.142857142857146,0,0,1,0
0.4,48.0,13.0,2000,43.714285714285715,0,0,1,0
0.4,42.833333333333336,12.666666666666666,2000,43.404761904761905,0,0,1,0
0.4,37.666666666666664,12.333333333333334,2000,42.5,0,0,1,0
0.4,32.5,12.0,2000,40.0,0,0,1,0
0.5,27.333333333333332,11.666666666666666,1876,37.61904761904761,0,0,1,0
0.5,22.166666666666664,11.333333333333334,2000,34.92857142857143,0,0,1,0
0.4,17.0,11.0,2000,32.5,0,0,1,0
0.4,14.0,10.0,1971,27.642857142857142,0,0,1,0
0.4,18.0,14.0,2000,24.095238095238095,0,0,1,0
0.4,15.0,9.0,2000,20.857142857142858,0,0,1,0
0.4,15.0,10.0,1992,18.357142857142858,0,0,1,0
0.4,16.0,11.0,1926,16.738095238095237,0,0,1,0
0.4,21.0,13.0,1787,16.571428571428573,0,0,1,0
0.4,22.0,12.0,1745,17.285714285714285,0,0,1,0
0.4,26.0,13.0,1761,19.0,0,0,1,0
0.5,24.0,12.0,1779,19.857142857142858,0,0,1,0
0.4,23.0,12.0,1839,21.0,0,0,1,0
0.4,20.0,11.0,1811,21.714285714285715,0,0,1,0
0.5,23.0,11.0,2000,22.714285714285715,0,0,1,0
0.6,24.0,10.0,2000,23.142857142857142,0,0,1,0
0.5,27.0,13.0,2000,23.857142857142858,0,0,1,0
0.4,26.0,13.0,2000,23.857142857142858,0,0,1,0
0.4,23.0,17.0,2000,23.714285714285715,0,0,1,0
0.4,18.0,10.0,2000,23.0,0,0,1,0
0.4,17.0,9.0,2000,22.571428571428573,0,0,1,0
0.4,20.0,11.0,2000,22.142857142857142,0,0,1,0
0.4,20.0,8.0,2000,21.571428571428573,0,0,1,0
0.5,19.0,11.0,2000,20.428571428571427,0,0,1,0
0.5,17.0,9.0,2000,19.142857142857142,0,0,1,0
0.5,15.0,9.0,2000,18.0,0,0,1,0
0.5,18.0,13.0,2000,18.0,0,0,1,0
0.5,20.0,14.0,2000,18.428571428571427,0,0,1,0
0.5,17.0,16.0,1953,18.0,0,0,1,0
0.5,19.0,14.0,2000,17.857142857142858,0,0,1,0
0.5,20.0,11.0,2000,18.0,0,0,1,0
0.5,20.0,12.0,2000,18.428571428571427,0,0,1,0
0.5,25.0,17.0,2000,19.857142857142858,0,0,1,0
0.6,24.0,15.0,2000,20.714285714285715,0,0,1,0
0.6,25.0,17.0,2000,21.428571428571427,0,0,1,0
0.6,25.0,16.0,1995,22.571428571428573,0,0,1,0
0.5,25.0,18.0,1989,23.428571428571427,0,0,1,0
0.6,26.0,17.0,2000,24.285714285714285,0,0,1,0
0.6,27.0,17.0,2000,25.285714285714285,0,0,1,0
0.6,27.0,13.0,2000,25.571428571428573,0,0,1,0
0.7,33.0,20.0,2000,26.857142857142858,0,0,1,0
0.6,36.0,23.0,2000,28.428571428571427,0,0,1,0
0.4,28.0,19.0,2000,28.857142857142858,0,0,1,0
0.4,27.0,16.0,2000,29.142857142857142,0,0,1,0
0.4,29.0,20.0,2000,29.571428571428573,0,0,1,0
0.4,33.0,21.0,2000,30.428571428571427,0,0,1,0
0.4,29.0,17.0,2000,30.714285714285715,0,0,1,0
0.4,22.0,14.0,2000,29.142857142857142,0,0,1,0
0.4,21.0,12.0,2000,27.0,0,0,1,0
0.5,24.0,14.0,2000,26.428571428571427,0,0,1,0
0.4,26.0,18.0,2000,26.285714285714285,0,0,1,0
0.5,22.0,15.0,2000,25.285714285714285,0,0,1,0
0.5,24.0,21.0,2000,24.0,0,0,1,0
0.5,26.0,18.0,2000,23.571428571428573,0,0,1,0
0.6,25.0,19.0,2000,24.0,0,0,1,0
0.7,28.0,19.0,2000,25.0,0,0,1,0
0.7,29.0,22.0,2000,25.714285714285715,0,0,1,0
0.7,30.0,21.0,2000,26.285714285714285,0,0,1,0
0.8,30.0,24.0,2000,27.428571428571427,0,0,1,0
0.8,32.0,23.0,2000,28.571428571428573,0,0,1,0
0.9,34.0,27.0,2000,29.714285714285715,0,0,1,0
0.9,33.0,26.0,2000,30.857142857142858,0,0,1,0
0.9,34.0,27.0,2000,31.714285714285715,0,0,1,0
1.0,39.0,27.0,2000,33.142857142857146,0,0,1,0
0.9,48.0,36.0,2000,35.714285714285715,0,0,1,0
0.8,48.0,35.0,2000,38.285714285714285,0,0,1,0
0.7,43.0,32.0,2000,39.857142857142854,0,0,1,0
0.7,41.0,30.0,2000,40.857142857142854,0,0,1,0
0.7,44.0,34.0,2000,42.42857142857143,0,0,1,0
0.6,40.0,29.0,2000,43.285714285714285,0,0,1,0
0.6,37.0,28.0,2000,43.0,0,0,1,0
0.6,33.0,23.0,2000,40.857142857142854,0,0,1,0
0.6,32.0,22.0,2000,38.57142857142857,0,0,1,0
0.5,26.0,18.0,2000,36.142857142857146,0,0,1,0
0.6,31.0,21.0,2000,34.714285714285715,0,0,1,0
0.7,36.0,23.0,2000,33.57142857142857,0,0,1,0
0.8,42.0,30.0,2000,33.857142857142854,0,0,1,0
0.6,36.0,26.0,2000,33.714285714285715,0,0,1,0
0.5,39.0,26.0,1663,34.57142857142857,0,0,1,0
0.5,39.0,27.0,1644,35.57142857142857,0,0,1,0
0.6,43.0,30.0,1827,38.0,0,0,1,0
0.7,39.0,26.0,1998,39.142857142857146,0,0,1,0
0.8,41.0,29.0,1991,39.857142857142854,0,0,1,0
0.8,40.0,28.0,1861,39.57142857142857,0,0,1,0
0.9,42.0,30.0,1902,40.42857142857143,0,0,1,0
1.0,46.0,31.0,1979,41.42857142857143,0,0,1,0
1.1,49.0,35.0,1881,42.857142857142854,0,0,1,0
1.0,51.0,36.0,1660,44.0,0,0,1,0
1.0,59.0,39.0,1679,46.857142857142854,0,0,1,0
1.0,62.0,43.0,1821,49.857142857142854,0,0,1,0
0.9,72.0,46.0,1959,54.42857142857143,0,0,1,0
0.9,62.0,44.0,2000,57.285714285714285,0,0,1,0
0.9,47.0,31.0,2000,57.42857142857143,0,0,1,0
0.8,48.0,36.0,2000,57.285714285714285,0,0,1,0
0.8,46.0,33.0,2000,56.57142857142857,0,0,1,0
0.8,43.0,31.0,2000,54.285714285714285,0,0,1,0
0.9,43.0,32.0,2000,51.57142857142857,0,0,1,0
0.9,39.0,29.0,2000,46.857142857142854,0,0,1,0
1.0,44.0,35.0,2000,44.285714285714285,0,0,1,0
0.8,44.0,35.0,2000,43.857142857142854,0,0,1,0
0.9,49.0,38.0,2000,44.0,0,0,1,0
1.0,43.0,35.0,2000,43.57142857142857,0,0,1,0
1.1,50.0,39.0,2000,44.57142857142857,0,0,1,0
1.2,56.0,44.0,1818,46.42857142857143,0,0,1,0
0.9,59.0,44.0,1525,49.285714285714285,0,0,1,0
1.0,51.0,43.0,1497,50.285714285714285,0,0,1,0
1.1,56.0,43.0,1506,52.0,0,0,1,0
1.0,52.0,43.0,1411,52.42857142857143,0,0,1,0
1.0,56.0,43.0,1377,54.285714285714285,0,0,1,0
1.1,52.0,44.0,1310,54.57142857142857,0,0,1,0
1.3,57.0,47.0,1368,54.714285714285715,0,0,1,0
1.2,60.0,48.0,1423,54.857142857142854,0,0,1,0
1.1,72.0,56.0,1382,57.857142857142854,0,0,1,0
0.9,73.0,58.0,1455,60.285714285714285,0,0,1,0
1.0,73.0,59.0,1459,63.285714285714285,0,0,1,0
0.9,71.0,58.0,1552,65.42857142857143,0,0,1,0
0.9,64.0,50.0,488,67.14285714285714,1,0,0,0
1.0,60.0,45.0,34,67.57142857142857,0,0,1,0
0.9,73.0,58.0,133,69.42857142857143,0,0,1,0
1.1,71.0,59.0,430,69.28571428571429,1,0,0,0
1.3,79.0,67.0,201,70.14285714285714,0,0,1,0
1.4,82.0,67.0,164,71.42857142857143,0,0,1,0
1.4,85.0,67.0,561,73.42857142857143,1,0,0,0
1.4,85.0,67.0,196,76.42857142857143,0,0,1,0
1.2,84.0,63.0,223,79.85714285714286,0,0,1,0
1.0,79.0,53.0,202,80.71428571428571,0,0,1,0
1.0,77.0,54.0,262,81.57142857142857,0,0,1,0
0.9,79.0,51.0,264,81.57142857142857,0,0,1,0
1.0,83.0,53.0,283,81.71428571428571,0,0,1,0
1.1,78.0,55.0,287,80.71428571428571,0,0,1,0
1.0,81.0,52.0,382,80.14285714285714,0,0,1,0
1.0,78.0,50.0,467,79.28571428571429,0,0,1,0
1.1,82.0,55.0,403,79.71428571428571,0,0,1,0
1.1,83.0,55.0,500,80.57142857142857,0,0,1,0
1.4,89.0,55.0,537,82.0,0,0,1,0
1.2,97.0,59.0,597,84.0,0,0,1,0
1.1,117.0,61.0,694,89.57142857142857,0,0,1,0
1.1,127.0,64.0,735,96.14285714285714,0,0,1,0
1.1,142.0,70.0,871,105.28571428571429,0,0,1,0
0.9,138.0,54.0,1458,113.28571428571429,0,0,1,0
0.6,141.0,44.0,1446,121.57142857142857,0,0,1,0
0.6,128.0,37.0,1476,127.14285714285714,0,0,1,0
0.6,111.0,37.0,1406,129.14285714285714,0,0,1,0
0.7,104.0,34.0,1299,127.28571428571429,0,0,1,0
0.8,103.0,36.0,1099,123.85714285714286,0,0,1,0
0.9,104.0,40.0,1031,118.42857142857143,0,0,1,0
0.7,106.0,39.0,1045,113.85714285714286,0,0,1,0
0.7,135.0,40.0,1040,113.0,0,0,1,0
0.8,178.0,46.0,1036,120.14285714285714,0,0,1,0
0.8,204.0,49.0,1200,133.42857142857142,0,0,1,0
0.7,192.0,48.0,1373,146.0,0,0,1,0
0.5,123.0,35.0,1816,148.85714285714286,0,0,1,0
0.6,97.0,30.0,1999,147.85714285714286,0,0,1,0
0.6,82.0,28.0,1977,144.42857142857142,0,0,1,0
0.7,75.0,29.0,2000,135.85714285714286,0,0,1,0
0.8,70.0,27.0,1998,120.42857142857143,0,0,1,0
0.7,68.0,29.0,1891,101.0,0,0,1,0
0.8,70.0,28.0,1951,83.57142857142857,0,0,1,0
1.1,72.0,30.0,1997,76.28571428571429,0,0,1,0
1.1,82.0,32.0,2000,74.14285714285714,0,0,1,0
0.9,83.0,35.0,2000,74.28571428571429,0,0,1,0
0.8,65.0,31.0,2000,72.85714285714286,0,0,1,0
0.6,52.0,26.0,2000,70.28571428571429,0,0,1,0
0.6,55.0,24.0,2000,68.42857142857143,0,0,1,0
0.6,58.0,22.0,2000,66.71428571428571,0,0,1,0
0.5,59.0,23.0,2000,64.85714285714286,0,0,1,0
0.6,68.0,24.0,2000,62.857142857142854,0,0,1,0
0.7,78.0,25.0,2000,62.142857142857146,0,0,1,0
0.8,81.0,28.0,2000,64.42857142857143,0,0,1,0
1.1,75.0,26.0,2000,67.71428571428571,0,0,1,0
0.9,81.0,28.0,2000,71.42857142857143,0,0,1,0
1.1,84.0,26.0,2000,75.14285714285714,0,0,1,0
1.3,88.0,30.0,2000,79.28571428571429,0,0,1,0
1.3,84.0,28.0,2000,81.57142857142857,0,0,1,0
1.1,83.0,26.0,2000,82.28571428571429,0,0,1,0
1.3,81.0,26.0,2000,82.28571428571429,0,0,1,0
1.3,80.0,28.0,2000,83.0,0,0,1,0
0.9,76.0,24.0,2000,82.28571428571429,0,0,1,0
0.9,77.0,25.0,2000,81.28571428571429,0,0,1,0
0.9,72.0,25.0,2000,79.0,0,0,1,0
0.8,72.0,26.0,2000,77.28571428571429,0,0,1,0
1.0,71.0,27.0,2000,75.57142857142857,0,0,1,0
1.1,73.0,29.0,2000,74.42857142857143,0,0,1,0
1.1,75.0,30.0,1995,73.71428571428571,0,0,1,0
1.0,75.0,31.0,1872,73.57142857142857,0,0,1,0
1.5,79.0,33.0,2000,73.85714285714286,0,0,1,0
0.6,70.0,32.0,2000,73.57142857142857,0,0,1,0
0.5,55.0,18.0,1543,71.14285714285714,0,0,1,0
0.5,65.0,22.0,1108,70.28571428571429,1,0,0,0
0.6,80.0,34.0,602,71.28571428571429,0,0,1,0
0.8,114.0,61.0,553,76.85714285714286,0,0,1,0
0.7,116.0,62.0,645,82.71428571428571,0,0,1,0
0.7,110.0,54.0,802,87.14285714285714,0,0,1,0
0.7,99.0,47.0,970,91.28571428571429,0,0,1,0
0.6,87.0,41.0,1356,95.85714285714286,0,0,1,0
0.6,65.0,34.0,1246,95.85714285714286,0,0,1,0
0.7,66.0,34.0,1179,93.85714285714286,0,0,1,0
0.7,68.0,41.0,1087,87.28571428571429,0,0,1,0
0.7,76.0,49.0,972,81.57142857142857,0,0,1,0
0.7,78.0,49.0,979,77.0,0,0,1,0
0.7,80.0,52.0,948,74.28571428571429,0,0,1,0
0.7,77.0,52.0,914,72.85714285714286,0,0,1,0
0.7,78.0,54.0,892,74.71428571428571,0,0,1,0
0.7,73.0,53.0,875,75.71428571428571,0,0,1,0
0.7,72.0,54.0,1058,76.28571428571429,0,0,1,0
0.6,65.0,51.0,1239,74.71428571428571,0,0,1,0
0.6,66.0,49.0,1312,73.0,0,0,1,0
0.6,61.0,47.0,1386,70.28571428571429,0,0,1,0
0.7,66.0,50.0,1329,68.71428571428571,0,0,1,0
0.6,64.0,49.0,1849,66.71428571428571,0,0,1,0
0.5,61.0,43.0,2000,65.0,0,0,1,0
0.5,50.0,34.0,2000,61.857142857142854,0,0,1,0
0.5,44.0,32.0,2000,58.857142857142854,0,0,1,0
0.4,47.0,34.0,2000,56.142857142857146,0,0,1,0
0.5,36.0,25.0,2000,52.57142857142857,0,0,1,0
0.4,40.0,30.0,2000,48.857142857142854,0,0,1,0
0.4,35.0,24.0,2000,44.714285714285715,0,0,1,0
0.4,31.0,17.0,2000,40.42857142857143,0,0,1,0
0.4,23.0,15.0,2000,36.57142857142857,0,0,1,0
0.4,19.0,11.0,2000,33.0,0,0,1,0
0.4,16.0,10.0,2000,28.571428571428573,0,0,1,0
0.4,17.0,10.0,2000,25.857142857142858,0,0,1,0
0.4,17.0,14.0,2000,22.571428571428573,0,0,1,0
0.4,18.0,13.0,2000,20.142857142857142,0,0,1,0
0.4,18.0,12.0,2000,18.285714285714285,0,0,1,0
0.4,19.0,15.0,2000,17.714285714285715,0,0,1,0
0.5,20.0,16.0,2000,17.857142857142858,0,0,1,0
0.5,21.0,15.0,2000,18.571428571428573,0,0,1,0
0.4,21.0,17.0,2000,19.142857142857142,0,0,1,0
0.5,21.0,16.0,2000,19.714285714285715,0,0,1,0
0.5,21.0,14.0,2000,20.142857142857142,0,0,1,0
0.5,19.0,13.0,2000,20.285714285714285,0,0,1,0
0.4,22.0,16.0,2000,20.714285714285715,0,0,1,0
0.4,17.0,11.0,2000,20.285714285714285,0,0,1,0
0.4,16.0,11.0,2000,19.571428571428573,0,0,1,0
0.4,21.0,13.0,2000,19.571428571428573,0,0,1,0
0.4,24.0,16.0,2000,20.0,0,0,1,0
0.4,22.0,14.0,2000,20.142857142857142,0,0,1,0
0.5,23.0,14.0,2000,20.714285714285715,0,0,1,0
0.4,21.0,12.0,2000,20.571428571428573,0,0,1,0
0.4,19.0,11.0,2000,20.857142857142858,0,0,1,0
0.4,18.0,10.0,2000,21.142857142857142,0,0,1,0
0.5,20.0,13.0,779,21.0,0,0,1,0
0.4,23.0,15.0,1988,20.857142857142858,0,0,1,0
0.5,21.0,15.0,2000,20.714285714285715,0,0,1,0
0.5,22.0,14.0,2000,20.571428571428573,0,0,1,0
0.4,20.0,12.0,2000,20.428571428571427,0,0,1,0
0.4,19.0,10.0,2000,20.428571428571427,0,0,1,0
0.5,20.0,12.0,2000,20.714285714285715,0,0,1,0
0.5,24.0,11.0,2000,21.285714285714285,0,0,1,0
0.4,26.0,12.0,2000,21.714285714285715,0,0,1,0
0.5,25.0,12.0,2000,22.285714285714285,0,0,1,0
0.5,27.0,13.0,1925,23.0,0,0,1,0
0.6,30.0,16.0,1503,24.428571428571427,0,0,1,0
0.7,35.0,21.0,1365,26.714285714285715,0,0,1,0
0.9,44.0,25.0,742,30.142857142857142,0,0,1,0
0.9,46.0,31.0,756,33.285714285714285,0,0,1,0
0.9,54.0,33.0,727,37.285714285714285,1,0,0,0
0.7,70.0,44.0,1503,43.714285714285715,0,0,1,0
0.5,54.0,30.0,1201,47.57142857142857,0,0,1,0
0.5,44.0,28.0,2000,49.57142857142857,0,0,1,0
0.4,43.0,17.0,2000,50.714285714285715,0,0,1,0
0.3,44.0,12.0,2000,50.714285714285715,0,0,1,0
0.4,36.0,12.0,2000,49.285714285714285,0,0,1,0
0.4,32.0,7.0,2000,46.142857142857146,0,0,1,0
0.4,32.0,14.0,2000,40.714285714285715,0,0,1,0
0.5,35.0,16.0,2000,38.0,0,0,1,0
0.4,32.0,15.0,2000,36.285714285714285,0,0,1,0
0.4,27.0,9.0,2000,34.0,0,0,1,0
0.4,25.0,9.0,2000,31.285714285714285,0,0,1,0
0.4,25.0,10.0,2000,29.714285714285715,0,0,1,0
0.4,22.0,8.0,2000,28.285714285714285,0,0,1,0
0.4,23.0,9.0,2000,27.0,0,0,1,0
0.4,21.0,9.0,2000,25.0,0,0,1,0
0.4,22.0,9.0,2000,23.571428571428573,0,0,1,0
0.5,22.0,9.0,2000,22.857142857142858,0,0,1,0
0.5,25.0,12.0,2000,22.857142857142858,0,0,1,0
0.6,27.0,11.0,2000,23.142857142857142,0,0,1,0
0.7,28.0,13.0,2000,24.0,0,0,1,0
0.8,35.0,15.0,2000,25.714285714285715,0,0,1,0
0.8,40.0,20.0,2000,28.428571428571427,0,0,1,0
0.7,41.0,22.0,2000,31.142857142857142,0,0,1,0
0.7,44.0,22.0,2000,34.285714285714285,0,0,1,0
0.8,44.0,25.0,2000,37.0,0,0,1,0
0.5,31.0,15.0,2000,37.57142857142857,0,0,1,0
0.5,36.0,19.0,2000,38.714285714285715,0,0,1,0
0.6,47.0,27.0,2000,40.42857142857143,0,0,1,0
0.7,35.0,18.0,2000,39.714285714285715,0,0,1,0
0.8,39.0,26.0,2000,39.42857142857143,0,0,1,0
1.1,48.0,26.0,2000,40.0,0,0,1,0
1.1,49.0,28.0,2000,40.714285714285715,0,0,1,0
1.1,46.0,25.0,2000,42.857142857142854,0,0,1,0
0.9,43.0,25.0,2000,43.857142857142854,0,0,1,0
0.8,39.0,23.0,2000,42.714285714285715,0,0,1,0
0.9,37.0,25.0,2000,43.0,0,0,1,0
